stops_name,location
Simpang Raya Bekasi Rawa Kuning,EJ
Simpang Raya Bogor Cililitan,EJ
Simpang Raya Bogor Suci,EJ
Simpang Raya Ceger Mabes Hankam,EJ
Simpang Raya Cilincing Sungai Landak,NJ
Simpang Raya Condet Batu Ampar,EJ
Simpang Raya PKP Cibubur I,EJ
Simpang Roa Malaka Selatan,WJ
Simpang Rukun 1,EJ
Simpang Rukun 2,EJ
Simpang STIP,NJ
Simpang Sabar Raya 1,SJ
Simpang Sabar Raya Petukangan 1,SJ
Simpang Sabar Raya Petukangan 2,SJ
Simpang Semangka I,WJ
Simpang Semangka II,WJ
Simpang Serdang Swadaya Raya 1,EJ
Simpang Serdang Swadaya Raya 2,EJ
Simpang Seroja Cempaka,WJ
Simpang Seruling Musik Raya,NJ
Simpang Squadron,EJ
Simpang Sungai Landak Raya Cilincing,NJ
Simpang Taman Malaka Utara Barat,EJ
Simpang Tanah Abang II Cideng,CJ
Simpang Tanah Tinggi Timur,CJ
Simpang Tawakal Kyai Tapa,WJ
Simpang Tb Simatupang Tunda Bara,SJ
Simpang Tebet Barat Raya,SJ
Simpang Tiga 1,EJ
Simpang Tiga 2,EJ
Simpang Tiga Pulo Gebang Raya,EJ
Simpang Tj. Duren Barat 1,WJ
Simpang Tj. Duren Barat 2,WJ
Simpang Tj. Duren Raya,WJ
Simpang Tj. Duren Timur 5,WJ
Simpang Tj. Duren Timur 6,WJ
Simpang Tomang Asli Buni,WJ
Simpang Tomang Asli Kamboja,WJ
Simpang Tridharma Bango Raya,SJ
Simpang Tunda Bara TB Simatupang,SJ
Simpang Waru Cemara,NJ
Simpang Waru Gedong,EJ
Simpang Waru Kramat Jaya,NJ
Simpang Warung Sila Rindang,SJ
Simprug 1,SJ
Simprug 2,SJ
Singapore International School,NJ
Sisma Medikal,NJ
Situ Gintung 1,ST
Situ Gintung 2,ST
Slamet Riyadi,EJ
Slamet Riyadi 1,EJ
Slamet Riyadi 2,EJ
Slipi Kemanggisan Arah Selatan,WJ
Slipi Kemanggisan Arah Utara,WJ
Slipi Petamburan 1,CJ
Slipi Petamburan 3,WJ
Slipi Petamburan Arah Selatan,CJ
Slipi Petamburan Arah Utara,CJ
Soepomo,SJ
South City Cinere,ST
St. Ancol,NJ
St. Ancol Pintu 3,NJ
St. Blok A Dharmawangsa,SJ
St. Cikini Barat,CJ
St. Cikini Selatan,CJ
St. Cipete Raya 2,SJ
St. Duren Kalibata,SJ
St. Duren Kalibata 1,SJ
St. Duren Kalibata 2,SJ
St. Duren Kalibata 4,SJ
St. Gambir 1,CJ
St. Gambir 2,CJ
St. Gg. Sentiong,CJ
St. Gondangdia 2,CJ
St. Grogol,WJ
St. Jakarta Kota Baru,WJ
St. Jatinegara 2,EJ
St. Jayakarta 1,CJ
St. Jayakarta 2,CJ
St. Kalideres,WJ
St. Karet,CJ
St. Kebayoran 2,SJ
St. Klender 1,EJ
St. Klender 2,EJ
St. Klender Muka,EJ
St. LRT Boulevard Utara 1,NJ
St. LRT Boulevard Utara 2,NJ
St. LRT Pulo Mas 3,EJ
St. LRT Velodrome 1,EJ
St. LRT Velodrome 2,EJ
St. LRT Velodrome 3,EJ
St. Lenteng Agung 1,SJ
St. Lenteng Agung 2,SJ
St. MRT Asean 1,SJ
St. MRT Blok A,SJ
St. MRT Blok M 1,SJ
St. MRT Fatmawati,SJ
St. MRT Lebak Bulus,SJ
St. Manggarai,SJ
St. Palmerah,CJ
St. Pasar Minggu 1,SJ
St. Pesing,WJ
St. Rawa Buaya,WJ
St. Sudirman 2,CJ
St. Taman Kota,WJ
St. Tanah Abang 3,CJ
St. Tebet 1,SJ
St. Tebet 2,SJ
St. Tebet 3,SJ
St. Tebet Pintu Barat,SJ
St. Tj. Barat 1,SJ
St. Tj. Barat 2,SJ
St. Univ. Pancasila Jak Lingko,SJ
St. Universitas Pancasila,SJ
Stasiun Jatinegara Arah Selatan,EJ
Stasiun Jatinegara Arah Utara,EJ
Stasiun Klender,EJ
Stasiun Tebet,SJ
Stella Maris 1,NJ
Stella Maris 2,NJ
Sudin Kebersihan Senen,CJ
Sudin Pencatatan Sipil 1,EJ
Sulaiman,SJ
Summarecon Bekasi,B
Summitmas,SJ
Sumur Bor,WJ
Sumur Bor 3,WJ
Sunan Giri,EJ
Sunter Boulevard Barat,NJ
Sunter Boulevard Barat 1,NJ
Sunter Icon,NJ
Sunter Karya,NJ
Sunter Kelapa Gading 1,NJ
Sunter Kelapa Gading 2,NJ
Sunter Kelapa Gading Arah Selatan,NJ
Sunter Kelapa Gading Arah Utara,NJ
Sunter Muara,NJ
Sunter Muara 1,NJ
Sunter Permai Indah 2,NJ
Superindo Bulak Kapal 1,B
Superindo Bulak Kapal 2,B
Supriyadi,EJ
Suzuki Panjang Arteri,WJ
Swadarma,SJ
Syibi,SJ
THB Cluster Nirwana,B
TIS Square,SJ
TK Angkasa 5,EJ
TK Angkasa 8,EJ
TK Dinamika,EJ
TK Tarakanita 5,EJ
TK Tunas Harapan,SJ
TMP Kalibata,SJ
TPA As Sholihin,NJ
TPU Basmol,WJ
TPU Bungur,SJ
TPU Karet Bivak,CJ
TPU Kb. Nanas 1,EJ
TPU Kb. Nanas 2,EJ
TPU Kb. Pala 2,EJ
TPU Koba,SJ
TPU Pondok Kelapa,EJ
TPU Rawa Kuning,EJ
TTI Center,SJ
TU Gas,EJ
TVRI,CJ
Taman Anggrek,WJ
Taman Asem PPSU Tj. Priok,NJ
Taman Ayodya,SJ
Taman BMW,NJ
Taman Bambu 1,EJ
Taman Bambu 2,EJ
Taman Barito Sembar,NJ
Taman Buaran Indah,EJ
Taman Buni,SJ
Taman DDN,SJ
Taman Elok 1,EJ
Taman Elok 2,EJ
Taman Gg. Kelor,EJ
Taman Hutan Tebet,SJ
Taman Intirub 1,EJ
Taman Intirub 2,EJ
Taman Ismail Marzuki,CJ
Taman Jln. Bhakti 1,NJ
Taman Jln. Bhakti 2,NJ
Taman Jogging Kelapa Gading 1,NJ
Taman Juang 2,WJ
Taman Kota,WJ
Taman Lenteng Agung,SJ
Taman Mahoni,EJ
Taman Malaka Barat 1D,EJ
Taman Malaka Selatan 2,EJ
Taman Maramba,NJ
Taman Margahayu 1,B
Taman Margahayu 2,B
Taman Mataram,SJ
Taman Menteng 1,CJ
Taman Modern 1,EJ
Taman PIK Penggilingan,EJ
Taman Palem Lestari,WJ
Taman Pangkalan Jati Kalimalang,EJ
Taman Panglima Polim,SJ
Taman Patimura,SJ
Taman Puring,SJ
Taman Puring 2,SJ
Taman Rasuna Tower 10,SJ
Taman Rasuna Tower 17,SJ
Taman Rawasari,CJ
Taman Rekreasi Wiladatika,D
Taman Resort Mediterania,NJ
Taman Ria,CJ
Taman Segitiga Cibubur,D
Taman Semanan Indah,WJ
Taman Simpang Jatinegara,EJ
Taman Spatodhea,SJ
Taman Sunter,NJ
Taman Ut Aheme,EJ
Taman Wahidin,CJ
Tamini Square 2,EJ
Tanah Abang 2,CJ
Tanah Abang AURI,CJ
Tanah Abang Blok B,CJ
Tanah Abang Blok G,CJ
Tanah Apit,B
Tanah Baru Cipedak,SJ
Tanah Koja,EJ
Tanah Kusir Kodim,SJ
Tanah Merah,NJ
Tanah Merdeka 1,EJ
Tanah Merdeka 2,NJ
Tanah Merdeka Arah Barat,EJ
Tanah Merdeka Arah Timur,EJ
Tanah Pasir Gedong Panjang,NJ
Tangerang City 2,T
Tanjung Priok,NJ
Tebet Barat Dalam,SJ
Tebet Eco Park II Arah Barat,SJ
Tebet Eco Park II Arah Timur,SJ
Tebet Eco Park Selatan,SJ
Tebet Eco Park Selatan 2,SJ
Tebet Eco Park Selatan 3,SJ
Tebet Eco Park Selatan 4,SJ
Tebet Eco Park Selatan 5,SJ
Tebet Eco Park Utara,SJ
Tebet Eco Park Utara 1,SJ
Tegal Parang 1,SJ
Tegal Parang 2,SJ
Tegal Parang Arah Barat,SJ
Tegal Parang Arah Timur,SJ
Tegalan,EJ
Telkom Grapari,CJ
Telkom Tebet,SJ
Telkom Tj. Priok,NJ
Telkomsel Cempaka Putih,CJ
Telkomsel Jln. Nangka,SJ
Tempo Scan,SJ
Tendean,SJ
Tendean 1,SJ
Teraskota,ST
Term. BSD,ST
Term. Bayangan Kota Intan,WJ
Term. Depok Baru,D
Term. Grogol,WJ
Term. Grogol 2,WJ
Term. Kampung Melayu,EJ
Term. Kampung Melayu 2,EJ
Term. Kampung Rambutan,EJ
Term. Klender,EJ
Term. Kota Intan,WJ
Term. Muara Angke 1,NJ
Term. Muara Angke 2,NJ
Term. Pasar Minggu,SJ
Term. Pasar Minggu 2,SJ
Term. Pinang Ranti,EJ
Term. Poris Plawad,T
Term. Ragunan,SJ
Term. Rawamangun,EJ
Term. Rawamangun 1,EJ
Term. Senen,CJ
Term. Shuttle BSD,ST
Term. Tj. Priok 1,NJ
Term. Tj. Priok 2,NJ
Terminal Bekasi,B
Teuku Cik Ditiro,CJ
Teuku Nyak Arief,SJ
The Mansion Bougenvile,NJ
The Piano,NJ
The Wave,SJ
Theresia,CJ
Tip Top Rawamangun,EJ
Tipar Cakung,EJ
Tirta Mas,EJ
Tirtayasa,SJ
Tirtayasa 1,SJ
Titan Center,ST
Tj. Mas Raya,SJ
Tol Bekasi Timur 1,B
Tol Kb. Jeruk 1,WJ
Tol Kb. Jeruk 2,WJ
Tomang Mandala,WJ
Tongtek,SJ
Tosari,CJ
Tosari 1,CJ
Tosari 2,CJ
Tosari 3,CJ
Total Buah Rawamangun,EJ
Transjakarta Pintu 1,EJ
Transjakarta Pool Klender,EJ
Transjakarta Pool Rawa Buaya,WJ
Transvision,SJ
Transvision Jln. Tebet Raya,SJ
Tribuana,EJ
Tugu Proklamasi,CJ
Tugu Tani 1,CJ
Tugu Tani 2,CJ
UKRIDA,WJ
UMJ 1,ST
UMJ 2,ST
UNJ,EJ
UNKRIS,B
UP Angkutan Sekolah,EJ
UPT. LLHD 1,SJ
UPT. LLHD 2,SJ
United Tractors 1,EJ
Univ. Borobudur 1,EJ
Univ. Borobudur 2,EJ
Univ. Borobudur 4,EJ
Univ. Darma Persada 2,EJ
Univ. Indonesia,SJ
Univ. Moestopo Bintaro,SJ
Univ. Sahid 2,SJ
Univ. Satya Negara,SJ
Univ. Satyagama,WJ
Univ. Tarumanegara,WJ
Univ. Tarumanegara 2,WJ
Univ. Tarumanegara Cilandak KKO,SJ
Univ. Trisakti 2,WJ
Universitas Terbuka,EJ
Utan Kayu,EJ
Utan Kayu Rawamangun,EJ
Utan Panjang,CJ
Velbak,SJ
Velodrome,EJ
Velodrome 1,EJ
Velodrome 2,EJ
Versailles,ST
Victoria Park 2,T
Villa Bukit Gading,NJ
Villa Delima,SJ
Viva Futsal,SJ
WTC Mangga Dua,NJ
WTC Matahari 1,ST
WTC Matahari 2,ST
Waduk Papanggo,NJ
Waduk Rawabadak,NJ
Waduk Setiabudi Jln. Gembira,SJ
Wahidin 1,CJ
Walikota Jakarta Timur,EJ
Walikota Jakarta Timur 1,EJ
Walikota Jakarta Timur 2,EJ
Walikota Jakarta Utara Arah Utara,NJ
Warga,SJ
Warung Jati,SJ
Warung Jengkol,NJ
Warung Mangga 1,T
Wijaya Kusuma,SJ
Wira Purusa,EJ
Wisma 77,WJ
Wisma Asia II,WJ
Wisma Atlet Radin Inten,EJ
Wisma Budi,SJ
Wisma Islamic Centre,NJ
Wisma Laena Tebet,SJ
Wisma Mandiri,CJ
Wisma Nusantara,CJ
Wisma SMR,NJ
Wisma Subud,SJ
Wolter Monginsidi,SJ
YBK,SJ
YPI Al Huda Kb. Jeruk,WJ
YPI Asyaadah,EJ
Yado I,SJ
Yado III,SJ
Yaspen Islam Al Mamur Ciganjur,SJ
Yayasan Adi Luhur Gedong,EJ
Yayasan Al Azhar Syuhada,SJ
Yayasan Al Kholidin,SJ
Yayasan Al Muhajirin Pondok Kopi,EJ
Yayasan Alkahfi Jakbar,WJ
Yayasan Asih Budi,EJ
Yayasan At Taufiq Gg. R,NJ
Yayasan Mambaul Ula,EJ
Yayasan Miftahussaadah,WJ
Yayasan Muhammadiyah 1,CJ
Yayasan Muhammadiyah 2,CJ
Yayasan Nurul Ihsan Pulo Gebang,EJ
Yayasan Panti Nugraha,SJ
Yayasan Perguruan Rakyat 2,EJ
Yon Arhanud - 10 Pesanggrahan,SJ
Yos Sudarso Kodamar,NJ
Yos Sudarso Kodamar 1,NJ
Yos Sudarso Kodamar 2,NJ
